AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE
velachery,family,0,commercial,elo,gravel,I,19,1774,2.0,1.0,4,14103230
chrompet,abnormal,1,other,elo,gravel,RH,22,897,1.0,1.0,3,8957390
t nagar,family,0,commercial,nosewr,paved,RL,14,1838,2.0,1.0,5,20241530
adyar,family,1,other,elo,gravel,A,15,1000,1.0,1.0,3,8080925
karapakkam,partial,0,other,allpub,noaccess,RL,42,1209,1.0,1.0,3,6567375
chrompet,partial,1,commercial,nosewr,noaccess,RH,19,858,1.0,1.0,3,10335050
adyar,normalsale,1,house,allpub,noaccess,RM,7,767,1.0,1.0,2,9045605
t nagar,family,1,other,allpub,paved,RL,43,1624,1.0,1.0,4,13234330
karapakkam,normalsale,0,other,allpub,gravel,I,36,579,1.0,1.0,2,5032625
adyar,family,1,commercial,allpub,noaccess,RM,14,881,1.0,1.0,3,12724510
chrompet,family,1,house,elo,paved,RH,27,722,1.0,1.0,2,6888450
velachery,normalsale,0,other,nosewr,paved,RM,18,1837,3.0,2.0,5,11411760
chrompet,family,0,other,allpub,paved,RL,34,1296,2.0,1.0,4,9965620
karapakkam,normalsale,0,house,nosewr,paved,RH,31,1624,2.0,2.0,4,7651250
anna nagar,abnormal,1,other,elo,gravel,RH,41,1630,1.0,1.0,4,12938720
chrompet,adjland,0,other,nosewr,gravel,RH,24,1257,2.0,1.0,4,9946290
chrompet,adjland,0,commercial,allpub,noaccess,RH,35,1163,1.0,1.0,3,12123250
velachery,partial,1,commercial,nosewr,noaccess,C,44,1652,2.0,1.0,4,12039380
velachery,abnormal,0,house,elo,gravel,A,30,1566,2.0,1.0,4,6776450
velachery,normalsale,0,other,nosewr,paved,A,49,1669,2.0,1.0,4,7193030
karapakkam,normalsale,1,house,nosewr,gravel,A,49,1009,1.0,1.0,3,5272250
adyar,abnormal,0,other,elo,paved,I,31,750,1.0,1.0,2,6252365
kk nagar,adjland,0,house,nosewr,paved,RM,7,2149,3.0,2.0,5,11840340
velachery,abnormal,1,other,nosewr,gravel,A,23,1818,3.0,2.0,5,9890560
kk nagar,family,0,commercial,allpub,paved,RM,5,1623,2.0,1.0,4,14485900
anna nagar,normalsale,1,house,elo,gravel,RL,36,1602,1.0,1.0,4,12359320
chrompet,family,0,commercial,allpub,paved,RH,9,1143,1.0,1.0,3,12716150
adyar,partial,0,house,nosewr,paved,A,37,865,1.0,1.0,3,4982055
anna nagar,normalsale,0,commercial,nosewr,paved,RL,20,1880,2.0,1.0,5,20562600
chrompet,adjland,0,other,allpub,gravel,RM,26,721,1.0,1.0,2,8732470
t nagar,abnormal,0,other,elo,noaccess,RH,18,1510,1.0,1.0,4,10754410
adyar,normalsale,1,commercial,allpub,paved,RH,27,1025,1.0,1.0,3,13168605
karapakkam,normalsale,1,house,nosewr,gravel,RM,49,762,1.0,1.0,2,7675750
t nagar,normalsale,0,commercial,elo,paved,RL,45,1609,1.0,1.0,4,17720900
chrompet,family,1,commercial,elo,paved,RM,9,869,1.0,1.0,3,12454750
adyar,abnormal,1,commercial,elo,gravel,C,27,1109,1.0,1.0,3,12735905
adyar,partial,0,house,allpub,gravel,C,9,928,1.0,1.0,3,6997335
velachery,partial,1,other,nosewr,gravel,C,13,1747,2.0,1.0,4,9983410
t nagar,family,0,commercial,elo,gravel,RM,9,1526,1.0,1.0,4,18546530
t nagar,normalsale,1,house,allpub,paved,RH,42,1922,2.0,1.0,5,13211540
kk nagar,adjland,0,house,allpub,gravel,RM,28,1366,2.0,1.0,4,9808360
karapakkam,abnormal,0,house,elo,paved,A,31,731,1.0,1.0,2,3102500
t nagar,family,0,house,nosewr,gravel,RH,43,1886,2.0,1.0,5,12040960
velachery,abnormal,1,other,nosewr,gravel,RM,42,1754,2.0,1.0,4,11963590
adyar,adjland,0,commercial,allpub,gravel,C,33,1236,2.0,2.0,4,13478895
chrompet,family,1,house,nosewr,gravel,RL,31,1291,2.0,1.0,4,10499650
anna nagar,normalsale,0,house,nosewr,noaccess,RM,41,1744,1.0,1.0,4,11667270
adyar,abnormal,0,house,nosewr,paved,RM,11,933,1.0,1.0,3,9022165
chrompet,family,0,house,nosewr,noaccess,RL,22,747,1.0,1.0,2,6206700
velachery,family,1,house,nosewr,paved,I,44,1574,2.0,1.0,4,8287180
chrompet,partial,0,commercial,elo,paved,RH,11,1290,2.0,1.0,4,13442250
velachery,family,0,commercial,allpub,noaccess,RM,54,1574,2.0,1.0,4,13113330
karapakkam,abnormal,1,commercial,nosewr,paved,RM,36,932,1.0,1.0,3,10095000
karapakkam,adjland,0,commercial,nosewr,paved,I,14,1047,1.0,1.0,3,8597500
anna nagar,family,0,other,elo,paved,RH,18,1957,2.0,1.0,5,13371220
karapakkam,partial,1,house,allpub,gravel,RL,39,1511,2.0,2.0,4,9268750
kk nagar,partial,1,commercial,allpub,paved,RH,28,1761,2.0,1.0,4,14397160
kk nagar,adjland,0,house,nosewr,paved,RM,9,2287,4.0,2.0,6,12339780
velachery,normalsale,0,other,nosewr,paved,RL,18,1749,2.0,1.0,4,10236960
karapakkam,adjland,1,house,nosewr,paved,RH,37,1550,2.0,2.0,4,8566750
t nagar,partial,0,commercial,nosewr,paved,RH,24,1766,1.0,1.0,4,18658980
anna nagar,normalsale,1,other,allpub,gravel,RH,16,1540,1.0,1.0,4,13186470
velachery,abnormal,0,house,allpub,noaccess,RL,35,1874,3.0,2.0,5,9292000
karapakkam,partial,0,house,elo,noaccess,RL,5,1454,2.0,2.0,4,7202750
kk nagar,family,0,house,allpub,paved,RH,6,2461,4.0,2.0,6,11338920
velachery,adjland,1,commercial,nosewr,paved,I,21,1528,2.0,1.0,4,13642920
adyar,normalsale,0,other,elo,gravel,C,5,823,1.0,1.0,3,7174375
kk nagar,partial,0,other,nosewr,gravel,RM,23,1389,2.0,1.0,4,9630040
adyar,normalsale,0,house,elo,gravel,RL,11,765,1.0,1.0,2,8203665
adyar,partial,1,other,elo,noaccess,C,8,1244,2.0,2.0,4,8661320
velachery,normalsale,1,other,elo,gravel,RM,25,1566,2.0,1.0,4,11548700
anna nagar,normalsale,0,house,nosewr,paved,RL,13,1539,1.0,1.0,4,11320960
chrompet,family,1,commercial,allpub,paved,RM,35,1283,2.0,1.0,4,15503650
chrompet,normalsale,1,commercial,nosewr,noaccess,RM,35,1132,1.0,1.0,3,13606450
chrompet,adjland,0,house,nosewr,noaccess,RM,9,948,1.0,1.0,3,8423350
karapakkam,family,1,other,nosewr,paved,RL,47,589,1.0,1.0,2,6061625
karapakkam,abnormal,0,commercial,allpub,noaccess,I,16,1025,1.0,1.0,3,7688000
chrompet,partial,1,commercial,nosewr,noaccess,RL,25,885,1.0,1.0,3,10958500
karapakkam,family,0,house,nosewr,gravel,RL,30,758,1.0,1.0,2,6237500
adyar,adjland,1,house,nosewr,noaccess,A,16,663,1.0,1.0,2,5426740
velachery,normalsale,1,house,elo,noaccess,A,22,1530,2.0,1.0,4,6752540
velachery,adjland,0,other,allpub,paved,RH,39,1948,3.0,2.0,5,10765530
adyar,family,1,house,allpub,noaccess,RL,13,940,1.0,1.0,3,8871195
t nagar,abnormal,0,house,elo,paved,RH,7,1532,1.0,1.0,4,10802190
velachery,partial,1,other,allpub,noaccess,C,47,1894,3.0,2.0,5,8917740
kk nagar,partial,0,other,allpub,gravel,RH,24,1373,2.0,1.0,4,8638540
velachery,partial,0,house,allpub,gravel,I,30,1528,2.0,1.0,4,7922150
velachery,family,0,other,nosewr,gravel,I,39,1826,3.0,2.0,5,9711430
karapakkam,abnormal,0,house,elo,noaccess,RH,38,1132,1.0,1.0,3,5330500
t nagar,adjland,1,house,allpub,noaccess,RM,14,1955,2.0,1.0,5,14862430
karapakkam,abnormal,1,house,nosewr,gravel,RM,17,1036,1.0,1.0,3,8901750
t nagar,adjland,1,commercial,allpub,gravel,RM,5,1504,1.0,1.0,4,20362800
anna nagar,adjland,1,other,nosewr,paved,RM,16,1826,2.0,1.0,5,15779500
karapakkam,family,1,commercial,allpub,noaccess,I,37,1609,2.0,2.0,4,11274750
karapakkam,family,1,commercial,nosewr,paved,C,13,891,1.0,1.0,3,7999750
karapakkam,partial,0,other,nosewr,gravel,C,11,1665,2.0,2.0,4,7729125
anna nagar,family,1,other,allpub,noaccess,RL,35,1965,2.0,1.0,5,14411150
chrompet,adjland,0,commercial,allpub,noaccess,RH,6,1157,1.0,1.0,3,12632900
kk nagar,abnormal,0,commercial,nosewr,gravel,RL,21,2064,3.0,2.0,5,16497820
chrompet,family,0,other,nosewr,gravel,RL,16,1181,1.0,1.0,3,9847570
kk nagar,normalsale,1,other,nosewr,paved,RL,20,1653,2.0,1.0,4,10794060
kk nagar,normalsale,0,house,nosewr,gravel,RM,27,2282,4.0,2.0,6,12171140
karapakkam,abnormal,0,commercial,elo,gravel,RH,35,1531,2.0,2.0,4,11451250
anna nagar,adjland,0,commercial,elo,gravel,RM,6,1629,1.0,1.0,4,19939120
chrompet,adjland,1,other,nosewr,gravel,RH,39,1081,1.0,1.0,3,9778420
karapakkam,adjland,1,commercial,nosewr,noaccess,I,7,1041,1.0,1.0,3,9045250
chrompet,family,1,house,allpub,paved,RL,28,1175,1.0,1.0,3,9758600
chrompet,adjland,0,commercial,nosewr,paved,RH,29,810,1.0,1.0,3,9879950
kk nagar,partial,0,house,allpub,paved,RM,19,1722,2.0,1.0,4,9795980
karapakkam,adjland,0,house,nosewr,paved,RL,21,1475,2.0,2.0,4,8296250
anna nagar,family,0,house,allpub,paved,RL,5,1522,1.0,1.0,4,11295000
anna nagar,partial,0,house,nosewr,noaccess,RM,27,1556,,1.0,4,10797790
chrompet,adjland,1,commercial,elo,noaccess,RL,8,1286,2.0,1.0,4,14962800
velachery,abnormal,1,house,nosewr,paved,RM,14,1803,3.0,2.0,5,11546330
chrompet,abnormal,0,commercial,nosewr,noaccess,RL,29,866,1.0,1.0,3,10173350
adyar,adjland,1,house,elo,paved,C,19,1178,1.0,1.0,3,8638785
anna nagar,normalsale,0,other,nosewr,paved,RL,9,1626,1.0,1.0,4,12866410
anna nagar,normalsale,1,house,nosewr,noaccess,RL,8,1589,1.0,1.0,4,12025410
chrompet,partial,0,house,elo,noaccess,RL,35,1165,1.0,1.0,3,7550250
adyar,normalsale,0,commercial,elo,paved,RH,36,618,1.0,1.0,2,8421940
chrompet,family,0,other,nosewr,gravel,RL,38,1144,1.0,1.0,3,9341380
adyar,partial,0,commercial,nosewr,paved,RM,36,1201,2.0,2.0,4,14203140
karapakkam,partial,1,house,allpub,paved,RH,37,879,1.0,1.0,2,6313250
anna nagar,normalsale,1,other,elo,gravel,RM,35,1501,1.0,1.0,4,13627030
adyar,normalsale,1,commercial,allpub,gravel,RM,18,1289,2.0,2.0,4,17360470
kk nagar,partial,1,other,allpub,paved,RH,10,1741,2.0,1.0,4,10458220
karapakkam,partial,0,commercial,elo,paved,RM,45,1585,2.0,2.0,4,11996750
chrompet,family,1,house,elo,gravel,RL,9,897,1.0,1.0,3,9162950
chrompet,abnormal,1,house,elo,noaccess,RM,20,1172,1.0,1.0,3,9701600
karapakkam,normalsale,1,other,allpub,paved,RH,18,1321,1.0,1.0,3,8527375
karapakkam,family,0,other,nosewr,noaccess,I,13,798,1.0,1.0,2,4517000
t nagar,adjland,0,commercial,nosewr,noaccess,RM,20,1808,2.0,1.0,5,20487250
chrompet,abnormal,0,other,nosewr,paved,RH,16,934,1.0,1.0,3,7774580
chrompet,partial,1,other,allpub,noaccess,RL,29,961,1.0,1.0,3,8637320
adyar,abnormal,0,other,elo,paved,A,11,962,1.0,1.0,3,6374265
kk nagar,family,0,other,allpub,paved,RL,7,1778,3.0,2.0,5,10567300
anna nagar,abnormal,1,house,elo,paved,RH,12,1756,1.0,1.0,4,12368790
karapakkam,partial,0,other,nosewr,paved,A,6,1023,1.0,1.0,3,4798625
adyar,normalsale,0,house,elo,noaccess,RL,31,784,1.0,1.0,2,6611365
kk nagar,family,0,house,allpub,paved,RH,11,1485,2.0,1.0,4,8195220
kk nagar,normalsale,1,other,allpub,gravel,RL,12,2177,3.0,2.0,5,13553180
kk nagar,family,1,other,nosewr,paved,RM,18,2088,3.0,2.0,5,12879720
adyar,partial,1,other,elo,noaccess,I,24,1181,1.0,1.0,3,8418360
kk nagar,partial,0,house,allpub,gravel,RM,9,1308,1.0,1.0,3,9168580
karapakkam,abnormal,0,house,elo,noaccess,I,19,663,1.0,1.0,2,3815750
t nagar,adjland,1,house,nosewr,noaccess,RH,5,1975,2.0,1.0,5,13567150
chrompet,normalsale,0,commercial,elo,gravel,RH,22,749,1.0,1.0,2,9607900
velachery,abnormal,1,house,elo,gravel,A,33,1727,2.0,1.0,4,8269610
kk nagar,abnormal,1,other,nosewr,paved,RM,17,2158,3.0,2.0,5,13154100
chrompet,normalsale,0,house,nosewr,gravel,RL,10,1157,1.0,1.0,3,9455100
t nagar,adjland,0,commercial,nosewr,gravel,RM,21,1832,2.0,1.0,5,21686920
chrompet,abnormal,1,commercial,nosewr,gravel,RH,15,1138,1.0,1.0,3,13801050
chrompet,abnormal,0,house,allpub,noaccess,RH,5,770,1.0,1.0,2,6348750
t nagar,normalsale,0,house,nosewr,gravel,RL,23,1842,2.0,1.0,5,13040160
t nagar,family,1,commercial,elo,noaccess,RH,42,1882,2.0,1.0,5,19761890
chrompet,adjland,1,other,elo,noaccess,RM,14,757,1.0,1.0,2,8854790
velachery,normalsale,1,house,elo,paved,RH,37,1884,3.0,2.0,5,9955440
kk nagar,abnormal,1,other,nosewr,paved,RH,6,1729,2.0,1.0,4,10643500
adyar,family,1,other,elo,paved,A,29,866,1.0,1.0,3,6666735
karapakkam,abnormal,1,commercial,allpub,gravel,RL,16,919,1.0,1.0,3,10589000
kk nagar,family,0,house,nosewr,paved,RL,5,1587,2.0,1.0,4,8983700
chrompet,abnormal,1,other,nosewr,gravel,RH,16,1282,2.0,1.0,4,11073340
chrompet,normalsale,0,other,elo,paved,RM,38,928,1.0,1.0,3,8454860
chrompet,normalsale,0,house,elo,paved,RH,29,898,1.0,1.0,3,6802150
adyar,abnormal,1,commercial,nosewr,noaccess,A,25,692,1.0,1.0,2,7814575
t nagar,partial,1,other,elo,paved,RH,39,1972,2.0,1.0,5,13941590
kk nagar,partial,0,other,nosewr,paved,RH,10,2079,3.0,2.0,5,10468580
kk nagar,partial,0,commercial,nosewr,paved,RL,11,1486,2.0,1.0,4,12616820
anna nagar,adjland,1,commercial,nosewr,paved,RM,41,1742,1.0,1.0,4,20982920
t nagar,abnormal,1,house,nosewr,paved,RL,24,1936,2.0,1.0,5,13788080
karapakkam,adjland,0,commercial,nosewr,noaccess,RM,49,1214,1.0,1.0,3,9985750
karapakkam,abnormal,1,house,elo,noaccess,RH,34,1257,1.0,1.0,3,6660000
karapakkam,partial,1,house,allpub,noaccess,I,19,841,1.0,1.0,2,5355750
kk nagar,normalsale,0,commercial,allpub,paved,RH,14,2255,4.0,2.0,6,16982280
velachery,partial,1,commercial,nosewr,paved,RH,34,1605,2.0,1.0,4,13759280
chrompet,abnormal,0,commercial,nosewr,paved,RH,14,1188,1.0,1.0,3,12840300
chrompet,partial,1,other,nosewr,noaccess,RL,7,1213,2.0,1.0,4,10243060
chrompet,family,1,commercial,nosewr,paved,RM,38,731,1.0,1.0,2,11029700
kk nagar,partial,1,commercial,nosewr,gravel,RL,6,1781,3.0,2.0,5,16174720
chrompet,family,0,commercial,nosewr,paved,RH,19,702,1.0,1.0,2,8883050
anna nagar,normalsale,0,other,nosewr,gravel,RM,19,1949,2.0,1.0,5,15476650
anna nagar,abnormal,0,other,nosewr,gravel,RL,30,1857,2.0,1.0,5,14093160
kk nagar,abnormal,0,other,allpub,paved,RL,25,1904,3.0,2.0,5,10782380
karapakkam,abnormal,0,commercial,elo,paved,C,38,1199,1.0,1.0,3,7839500
karapakkam,adjland,1,commercial,elo,gravel,RH,12,1228,1.0,1.0,3,11531000
velachery,abnormal,1,commercial,nosewr,gravel,RM,11,1786,2.0,1.0,4,17240870
velachery,family,1,other,elo,noaccess,C,53,1953,3.0,2.0,5,8916410
karapakkam,partial,0,commercial,allpub,gravel,RL,27,1287,1.0,1.0,3,10931250
kk nagar,adjland,0,house,nosewr,paved,RM,30,1369,2.0,1.0,4,9103800
kk nagar,abnormal,1,house,allpub,gravel,RL,20,1771,2.0,1.0,4,11090200
adyar,abnormal,1,house,nosewr,gravel,I,28,1082,1.0,1.0,3,9177820
kk nagar,abnormal,1,house,allpub,paved,RL,25,1636,2.0,1.0,4,10056300
karapakkam,adjland,0,other,nosewr,paved,RM,26,602,1.0,1.0,2,6560250
t nagar,abnormal,0,house,elo,noaccess,RL,29,1854,2.0,1.0,5,11704830
karapakkam,abnormal,1,other,elo,noaccess,RM,25,1655,2.0,2.0,4,9837875
adyar,family,0,commercial,nosewr,gravel,RH,16,698,1.0,1.0,2,9879040
chrompet,family,0,house,nosewr,gravel,RL,31,1101,1.0,1.0,3,8572650
karapakkam,adjland,1,other,allpub,paved,I,22,785,1.0,1.0,2,6576375
adyar,abnormal,1,house,allpub,gravel,RM,34,1135,1.0,1.0,3,11046310
karapakkam,adjland,1,other,elo,paved,RH,32,1308,1.0,1.0,3,8242250
adyar,family,0,commercial,allpub,noaccess,RH,26,924,1.0,1.0,3,10571990
karapakkam,adjland,1,commercial,elo,gravel,I,49,508,1.0,1.0,2,6709750
velachery,abnormal,0,house,allpub,paved,RL,8,1725,2.0,1.0,4,9817160
karapakkam,adjland,0,commercial,allpub,noaccess,I,10,1665,2.0,2.0,4,11513500
kk nagar,partial,1,other,nosewr,gravel,RH,9,1868,3.0,2.0,5,11348140
anna nagar,family,1,commercial,elo,noaccess,RH,36,1951,2.0,1.0,5,20272170
t nagar,normalsale,1,commercial,allpub,paved,RM,22,1665,1.0,1.0,4,20656290
anna nagar,adjland,0,commercial,allpub,paved,RH,15,1537,1.0,1.0,4,17670400
chrompet,family,1,commercial,allpub,paved,RH,26,912,1.0,1.0,3,11583300
karapakkam,normalsale,1,commercial,allpub,paved,RH,31,724,1.0,1.0,2,8033250
karapakkam,partial,0,commercial,nosewr,noaccess,A,33,516,1.0,1.0,2,3331750
t nagar,adjland,1,other,allpub,noaccess,RL,38,1764,1.0,1.0,4,13971130
chrompet,family,0,other,elo,gravel,RH,29,872,1.0,1.0,3,7693740
chrompet,normalsale,1,commercial,allpub,gravel,RM,39,887,1.0,1.0,3,13118450
chrompet,partial,1,commercial,elo,paved,RH,9,1080,1.0,1.0,3,12721750
chrompet,partial,1,house,allpub,gravel,RL,32,1045,1.0,1.0,3,9480000
karapakkam,family,0,commercial,nosewr,noaccess,RM,11,1530,2.0,2.0,4,12046250
adyar,family,0,house,nosewr,noaccess,A,5,1132,1.0,1.0,3,6050375
kk nagar,partial,1,other,nosewr,paved,RL,25,2365,4.0,2.0,6,12924800
velachery,abnormal,0,house,allpub,paved,RM,38,1781,2.0,1.0,4,10048510
chrompet,family,0,commercial,nosewr,paved,RH,40,1138,1.0,1.0,3,11770400
kk nagar,family,0,house,allpub,gravel,RH,18,2375,4.0,2.0,6,11381360
karapakkam,normalsale,0,other,elo,noaccess,RH,11,1115,1.0,1.0,3,6224875
chrompet,adjland,0,commercial,elo,paved,RM,39,811,1.0,1.0,3,10890050
anna nagar,family,0,house,allpub,paved,RL,44,1586,1.0,1.0,4,10882430
chrompet,adjland,1,other,nosewr,gravel,RH,6,1103,1.0,1.0,3,10560810
karapakkam,normalsale,1,house,allpub,noaccess,C,24,939,1.0,1.0,3,5326500
velachery,family,0,house,nosewr,gravel,A,42,1727,2.0,1.0,4,7341790
t nagar,family,0,commercial,allpub,paved,RL,13,1672,1.0,1.0,4,18911110
anna nagar,normalsale,1,commercial,nosewr,noaccess,RH,15,1581,1.0,1.0,4,18011000
anna nagar,normalsale,0,commercial,allpub,noaccess,RM,27,1781,1.0,1.0,4,19789040
kk nagar,adjland,0,commercial,allpub,gravel,RH,21,1668,2.0,1.0,4,14139220
adyar,adjland,0,house,allpub,noaccess,I,40,1263,2.0,2.0,4,7926700
adyar,normalsale,0,house,allpub,noaccess,RL,13,819,1.0,1.0,3,7484395
karapakkam,normalsale,0,house,nosewr,paved,RL,31,1145,1.0,1.0,3,6855750
chrompet,normalsale,1,commercial,nosewr,gravel,RH,39,1074,1.0,1.0,3,12904650
t nagar,family,0,other,elo,paved,RM,38,1707,1.0,1.0,4,13057270
kk nagar,adjland,0,commercial,nosewr,gravel,RL,22,2145,3.0,2.0,5,17357440
adyar,partial,0,house,nosewr,noaccess,RM,31,737,1.0,1.0,2,6916665
adyar,partial,0,other,allpub,noaccess,A,28,1178,1.0,1.0,3,6652020
adyar,adjland,1,other,nosewr,paved,C,39,1261,2.0,2.0,4,9653285
karapakkam,normalsale,1,other,nosewr,noaccess,RM,7,807,1.0,1.0,2,7603375
chrompet,partial,0,other,nosewr,gravel,RL,11,1167,1.0,1.0,3,9790040
karapakkam,adjland,0,house,nosewr,noaccess,RL,43,1575,2.0,2.0,4,7629750
karapakkam,partial,0,house,allpub,noaccess,RM,21,1177,1.0,1.0,3,7014250
karapakkam,abnormal,0,other,allpub,noaccess,C,41,1069,1.0,1.0,3,4661125
adyar,abnormal,0,other,allpub,noaccess,C,27,679,1.0,1.0,2,5147305
karapakkam,abnormal,1,commercial,elo,gravel,I,30,642,1.0,1.0,2,7374500
velachery,family,1,house,nosewr,gravel,RH,50,1850,3.0,2.0,5,10235550
anna nagar,partial,0,commercial,elo,paved,RH,16,1692,1.0,1.0,4,17874820
t nagar,adjland,1,commercial,nosewr,gravel,RH,10,1788,1.0,1.0,4,21217800
adyar,partial,0,commercial,nosewr,paved,RM,12,817,1.0,1.0,3,11559880
karapakkam,partial,1,house,nosewr,gravel,RL,36,1639,2.0,2.0,4,9464500
karapakkam,normalsale,0,other,nosewr,paved,C,44,883,1.0,1.0,2,4491625
velachery,adjland,0,house,nosewr,paved,C,6,1827,3.0,2.0,5,8803420
anna nagar,family,0,other,allpub,noaccess,RH,19,1986,2.0,1.0,5,13245710
velachery,abnormal,1,commercial,allpub,noaccess,C,18,1958,3.0,2.0,5,15003560
adyar,normalsale,0,commercial,nosewr,noaccess,RL,24,870,1.0,1.0,3,10671275
velachery,partial,0,house,elo,paved,RH,41,1662,2.0,1.0,4,7871720
anna nagar,abnormal,0,other,allpub,paved,RM,22,1835,2.0,1.0,5,14429740
adyar,normalsale,1,other,allpub,noaccess,RH,34,1270,2.0,2.0,4,10185610
kk nagar,partial,1,other,nosewr,paved,RL,13,2292,4.0,2.0,6,12946500
karapakkam,partial,0,commercial,allpub,gravel,RL,15,1028,1.0,1.0,3,10001250
kk nagar,partial,1,commercial,nosewr,gravel,RM,22,1865,3.0,2.0,5,16935440
adyar,family,1,other,nosewr,noaccess,RL,9,981,1.0,1.0,3,9347935
karapakkam,normalsale,1,other,nosewr,gravel,A,45,916,1.0,1.0,3,5434250
velachery,normalsale,1,other,nosewr,paved,RH,12,1908,3.0,2.0,5,11663490
anna nagar,normalsale,1,other,allpub,paved,RM,38,1936,2.0,1.0,5,15589440
velachery,adjland,0,house,nosewr,paved,RM,55,1926,3.0,2.0,5,10337000
chrompet,family,1,commercial,nosewr,gravel,RM,38,1083,1.0,1.0,3,14200900
anna nagar,abnormal,1,house,allpub,paved,RM,32,1780,1.0,1.0,4,13709340
velachery,adjland,0,commercial,nosewr,gravel,I,52,1707,2.0,1.0,4,13685190
chrompet,abnormal,0,other,elo,gravel,RH,23,900,1.0,1.0,3,7953250
t nagar,adjland,0,other,nosewr,gravel,RH,20,1519,1.0,1.0,4,12332820
t nagar,abnormal,1,commercial,nosewr,paved,RL,19,1934,2.0,1.0,5,22053480
karapakkam,family,1,other,nosewr,gravel,I,28,1043,1.0,1.0,3,7356625
karapakkam,normalsale,1,other,nosewr,paved,RM,39,704,1.0,1.0,2,7338250
karapakkam,partial,0,commercial,allpub,gravel,A,20,1539,2.0,2.0,4,9996000
karapakkam,partial,1,other,nosewr,noaccess,I,24,1279,1.0,1.0,3,6849125
karapakkam,adjland,1,commercial,nosewr,noaccess,A,14,1568,2.0,2.0,4,10462500
kk nagar,normalsale,1,commercial,nosewr,gravel,RL,16,2011,3.0,2.0,5,17523920
karapakkam,abnormal,0,commercial,nosewr,gravel,A,31,1566,2.0,2.0,4,10010000
kk nagar,partial,0,commercial,allpub,paved,RL,7,1812,3.0,2.0,5,14873340
t nagar,adjland,0,commercial,nosewr,gravel,RL,11,1729,1.0,1.0,4,20461220
anna nagar,partial,1,house,allpub,noaccess,RL,32,1569,1.0,1.0,4,11231390
kk nagar,family,1,other,nosewr,gravel,RL,13,2068,3.0,2.0,5,12711220
anna nagar,adjland,0,other,nosewr,gravel,RM,36,1869,2.0,1.0,5,15010890
chrompet,abnormal,0,other,nosewr,paved,RL,12,1271,2.0,1.0,4,10139270
kk nagar,family,0,house,allpub,gravel,RM,10,1527,2.0,1.0,4,10007800
karapakkam,family,0,house,allpub,noaccess,RM,22,601,1.0,1.0,2,5636000
adyar,abnormal,0,house,elo,gravel,C,23,1206,2.0,2.0,4,7877645
anna nagar,normalsale,0,house,nosewr,noaccess,RL,36,1878,2.0,1.0,5,11716020
karapakkam,family,0,house,elo,paved,A,47,884,1.0,1.0,2,3226250
chrompet,abnormal,1,house,allpub,gravel,RM,11,728,1.0,1.0,2,9368650
karapakkam,adjland,1,house,elo,noaccess,RL,15,907,1.0,1.0,3,7074750
velachery,partial,0,house,nosewr,noaccess,C,55,1534,2.0,1.0,4,5587150
kk nagar,family,1,commercial,nosewr,gravel,RH,22,2038,3.0,2.0,5,16593240
kk nagar,family,0,house,nosewr,paved,RM,11,1512,2.0,1.0,4,9478820
karapakkam,family,0,other,allpub,paved,RL,12,695,1.0,1.0,2,6356125
velachery,abnormal,0,other,nosewr,paved,A,34,1581,2.0,1.0,4,7145230
adyar,normalsale,0,house,nosewr,gravel,RM,27,1238,2.0,2.0,4,10626305
karapakkam,family,0,other,allpub,gravel,RM,22,1173,1.0,1.0,3,8744875
chrompet,normalsale,1,commercial,allpub,gravel,RM,32,797,1.0,1.0,2,12335200
karapakkam,normalsale,1,other,elo,noaccess,RM,6,1684,2.0,2.0,4,10284000
velachery,normalsale,0,commercial,nosewr,noaccess,I,32,1974,3.0,2.0,5,14214940
chrompet,normalsale,0,other,elo,gravel,RH,40,893,1.0,1.0,3,7727410
karapakkam,adjland,0,other,nosewr,gravel,A,15,1026,1.0,1.0,3,5564000
anna nagar,normalsale,0,house,nosewr,paved,RL,26,1812,2.0,1.0,5,12391870
adyar,family,1,house,nosewr,noaccess,C,33,1282,2.0,2.0,4,7976295
kk nagar,adjland,0,house,allpub,paved,RM,25,2449,4.0,2.0,6,12572700
chrompet,adjland,1,other,elo,noaccess,RM,12,932,1.0,1.0,3,9801040
velachery,partial,1,commercial,nosewr,paved,RM,15,1564,2.0,1.0,4,14917750
kk nagar,normalsale,1,other,allpub,paved,RH,5,1566,2.0,1.0,4,10362620
karapakkam,adjland,0,house,nosewr,gravel,C,14,1266,1.0,1.0,3,6503500
t nagar,partial,0,other,elo,noaccess,RM,15,1945,2.0,1.0,5,13864450
karapakkam,normalsale,1,other,allpub,paved,C,21,1649,2.0,2.0,4,8438625
karapakkam,abnormal,1,house,nosewr,noaccess,C,8,1081,1.0,1.0,3,5818500
velachery,adjland,1,commercial,nosewr,paved,I,50,1889,3.0,2.0,5,15472200
chrompet,family,1,house,nosewr,noaccess,RM,27,779,1.0,1.0,2,7883050
chrompet,normalsale,1,commercial,allpub,paved,RL,8,984,1.0,1.0,3,13197400
kk nagar,partial,1,other,nosewr,gravel,RL,17,2495,4.0,2.0,6,14093240
