AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE
anna nagar,adjland,1,commercial,allpub,noaccess,RH,21,1719,101,1.0,1.0,4,19494670
chrompet,family,0,commercial,nosewr,gravel,RH,22,1211,78,2.0,1.0,4,13261700
kk nagar,adjland,0,commercial,nosewr,gravel,RL,17,1541,35,2.0,1.0,4,13945940
anna nagar,adjland,1,other,nosewr,paved,RM,9,1616,76,1.0,1.0,4,14673210
karapakkam,normalsale,1,house,elo,paved,RH,8,622,185,1.0,1.0,2,6034000
karapakkam,family,0,other,nosewr,gravel,I,42,1624,64,2.0,2.0,4,7802500
anna nagar,abnormal,1,other,elo,gravel,RM,6,1898,58,2.0,1.0,5,16243160
chrompet,normalsale,1,other,allpub,noaccess,RL,16,1286,103,2.0,1.0,4,10675820
karapakkam,normalsale,1,house,nosewr,noaccess,RH,32,730,175,1.0,1.0,2,5500000
velachery,partial,1,commercial,elo,noaccess,RL,21,1884,73,3.0,2.0,5,15533370
chrompet,abnormal,1,other,nosewr,paved,RH,38,706,53,1.0,1.0,2,7169720
adyar,abnormal,0,house,nosewr,paved,A,31,1132,86,1.0,1.0,3,6380465
velachery,normalsale,1,house,nosewr,gravel,A,6,1992,162,3.0,2.0,5,10011770
kk nagar,partial,1,commercial,allpub,paved,RM,17,1814,159,3.0,2.0,5,16271740
chrompet,normalsale,0,house,nosewr,paved,RL,28,951,149,1.0,1.0,3,7862800
chrompet,partial,1,house,elo,gravel,RM,11,1049,36,1.0,1.0,3,10262450
karapakkam,normalsale,0,other,elo,noaccess,A,8,850,114,1.0,1.0,2,3561750
t nagar,adjland,0,house,nosewr,noaccess,RL,19,1938,200,2.0,1.0,5,12798530
t nagar,partial,0,house,nosewr,noaccess,RH,9,1640,26,1.0,1.0,4,10342830
karapakkam,partial,0,house,elo,noaccess,RL,5,1454,25,2.0,2.0,4,7202750
karapakkam,partial,0,commercial,nosewr,gravel,A,17,1075,180,1.0,1.0,3,7541750
kk nagar,abnormal,1,other,nosewr,gravel,RM,11,1968,126,3.0,2.0,5,13053180
chrompet,abnormal,1,commercial,nosewr,paved,RL,18,875,39,1.0,1.0,3,11953500
chrompet,family,1,other,nosewr,noaccess,RL,10,1277,32,2.0,1.0,4,10366590
kk nagar,adjland,0,commercial,nosewr,gravel,RM,5,2458,85,4.0,2.0,6,20139900
velachery,normalsale,0,other,nosewr,noaccess,A,44,1613,72,2.0,1.0,4,6461230
adyar,abnormal,1,house,elo,paved,RH,26,909,62,1.0,1.0,3,8310590
kk nagar,abnormal,0,other,nosewr,paved,RM,9,2413,166,4.0,2.0,6,13122040
adyar,normalsale,1,commercial,nosewr,paved,C,36,1243,141,2.0,2.0,4,13360440
chrompet,adjland,1,house,nosewr,noaccess,RL,36,1144,166,1.0,1.0,3,8969400
chrompet,abnormal,1,house,allpub,paved,RH,22,745,182,1.0,1.0,2,7618500
chrompet,family,0,house,elo,noaccess,RL,11,726,74,1.0,1.0,2,6280650
chrompet,abnormal,0,other,elo,noaccess,RH,26,1269,29,2.0,1.0,4,8447030
t nagar,normalsale,1,commercial,elo,noaccess,RM,35,1858,36,2.0,1.0,5,21185700
kk nagar,abnormal,1,commercial,allpub,gravel,RH,7,1890,70,3.0,2.0,5,16536140
kk nagar,family,1,other,allpub,gravel,RM,10,1759,107,2.0,1.0,4,12535180
t nagar,partial,0,other,elo,noaccess,RH,6,1667,6,1.0,1.0,4,11402380
chrompet,adjland,1,house,nosewr,noaccess,RL,39,982,73,1.0,1.0,3,8316050
adyar,family,0,other,nosewr,paved,RM,35,619,137,1.0,1.0,2,7559125
chrompet,partial,1,other,nosewr,noaccess,RM,37,743,14,1.0,1.0,2,8010660
kk nagar,normalsale,0,commercial,nosewr,paved,RH,15,2333,193,4.0,2.0,6,17171100
kk nagar,normalsale,0,commercial,nosewr,paved,RM,18,2147,23,3.0,2.0,5,17180560
karapakkam,family,0,commercial,nosewr,gravel,A,12,844,101,1.0,1.0,2,6614000
chrompet,normalsale,1,commercial,allpub,paved,RM,13,1253,36,2.0,1.0,4,15851550
kk nagar,adjland,1,commercial,nosewr,gravel,RH,28,1859,54,3.0,2.0,5,16018960
kk nagar,family,1,house,nosewr,gravel,RL,29,2224,189,4.0,2.0,6,12196780
karapakkam,partial,0,house,nosewr,gravel,I,5,1538,119,2.0,2.0,4,7443750
karapakkam,adjland,1,other,allpub,gravel,A,50,1140,194,1.0,1.0,3,6519000
chrompet,adjland,0,commercial,allpub,noaccess,RM,7,1171,10,1.0,1.0,3,14035050
chrompet,normalsale,1,commercial,elo,noaccess,RM,36,714,55,1.0,1.0,2,10312400
t nagar,normalsale,0,commercial,nosewr,paved,RH,37,1660,156,1.0,1.0,4,17787740
adyar,adjland,0,commercial,nosewr,gravel,RL,39,1217,125,2.0,2.0,4,14908785
chrompet,normalsale,1,other,nosewr,paved,RM,16,822,144,1.0,1.0,3,9582140
anna nagar,abnormal,0,house,nosewr,paved,RL,17,1561,142,1.0,1.0,4,11325590
kk nagar,adjland,1,commercial,nosewr,paved,RL,19,2398,54,4.0,2.0,6,19567180
karapakkam,partial,0,house,nosewr,noaccess,I,43,1288,133,1.0,1.0,3,4936250
anna nagar,partial,1,house,elo,paved,RM,21,1597,187,1.0,1.0,4,12514070
karapakkam,adjland,1,other,nosewr,gravel,RH,5,1483,21,2.0,2.0,4,10032375
karapakkam,normalsale,0,other,allpub,paved,A,19,1367,171,2.0,2.0,4,6044375
kk nagar,abnormal,1,other,nosewr,paved,RL,20,1995,195,3.0,2.0,5,12064300
kk nagar,family,0,other,nosewr,gravel,RL,26,2182,179,3.0,2.0,5,11774560
t nagar,abnormal,0,house,allpub,gravel,RL,12,1877,131,2.0,1.0,5,13575290
karapakkam,normalsale,1,commercial,allpub,noaccess,RM,7,1091,83,1.0,1.0,3,11089250
chrompet,normalsale,0,commercial,elo,noaccess,RL,28,1268,12,2.0,1.0,4,13170800
karapakkam,abnormal,0,commercial,nosewr,gravel,I,23,1501,89,2.0,2.0,4,11003250
adyar,partial,1,house,nosewr,noaccess,RL,37,1278,175,2.0,2.0,4,9448455
karapakkam,abnormal,1,house,elo,paved,RM,44,1637,100,2.0,2.0,4,9407500
velachery,partial,1,house,nosewr,gravel,RL,20,1782,193,2.0,1.0,4,10851750
chrompet,partial,1,other,allpub,gravel,RL,13,783,188,1.0,1.0,2,9165460
adyar,partial,0,other,nosewr,paved,C,23,1191,152,1.0,1.0,3,7741945
chrompet,normalsale,0,house,nosewr,gravel,RL,13,1287,101,2.0,1.0,4,9966350
velachery,partial,0,house,elo,paved,RL,13,1912,1,3.0,2.0,5,9886560
kk nagar,abnormal,0,other,nosewr,paved,RH,5,1577,166,2.0,1.0,4,9218040
velachery,partial,0,house,nosewr,gravel,RL,36,1737,175,2.0,1.0,4,9341570
chrompet,normalsale,1,house,nosewr,gravel,RL,14,1019,37,1.0,1.0,3,9860700
t nagar,adjland,0,other,allpub,paved,RH,40,1981,162,2.0,1.0,5,13923830
karapakkam,adjland,1,other,allpub,gravel,A,47,1681,2,2.0,2.0,4,8224125
kk nagar,abnormal,1,commercial,allpub,paved,RL,26,2042,126,3.0,2.0,5,17105720
chrompet,partial,0,house,nosewr,noaccess,RH,38,1180,13,1.0,1.0,3,7062500
anna nagar,family,0,other,nosewr,gravel,RL,18,1536,191,1.0,1.0,4,12316440
adyar,partial,0,other,nosewr,noaccess,A,25,1260,89,2.0,2.0,4,6922975
kk nagar,partial,1,house,nosewr,gravel,RL,8,2219,94,3.0,2.0,5,12382360
karapakkam,normalsale,0,commercial,elo,paved,RL,32,1292,142,1.0,1.0,3,10339000
chrompet,abnormal,0,other,nosewr,gravel,RM,14,871,2,1.0,1.0,3,9414770
chrompet,family,1,house,nosewr,noaccess,RM,27,779,134,1.0,1.0,2,7883050
karapakkam,abnormal,0,other,allpub,gravel,I,48,1176,178,1.0,1.0,3,6626000
karapakkam,normalsale,1,house,nosewr,paved,RM,42,979,27,1.0,1.0,3,7852000
anna nagar,partial,0,other,allpub,gravel,RL,20,1856,99,2.0,1.0,5,14168130
velachery,partial,0,house,elo,paved,RH,41,1662,15,2.0,1.0,4,7871720
kk nagar,partial,0,other,nosewr,gravel,RH,10,1818,96,3.0,2.0,5,10134160
karapakkam,normalsale,0,commercial,nosewr,noaccess,RH,42,1295,86,1.0,1.0,3,9104500
chrompet,family,0,other,elo,noaccess,RL,16,986,178,1.0,1.0,3,7814420
chrompet,normalsale,0,house,nosewr,paved,RL,28,1102,136,1.0,1.0,3,8446600
kk nagar,partial,1,other,nosewr,paved,RM,18,1689,36,2.0,1.0,4,11217940
karapakkam,family,1,house,nosewr,noaccess,RM,14,1647,61,2.0,2.0,4,9499000
t nagar,adjland,0,other,nosewr,noaccess,RM,21,1533,107,1.0,1.0,4,12613410
karapakkam,partial,0,house,nosewr,noaccess,RM,25,1362,174,2.0,2.0,4,7413750
karapakkam,family,1,commercial,nosewr,noaccess,I,25,1553,45,2.0,2.0,4,11126750
chrompet,partial,0,commercial,elo,gravel,RM,31,1099,184,1.0,1.0,3,13266650
chrompet,abnormal,0,other,nosewr,gravel,RH,39,1238,178,2.0,1.0,4,9258310
velachery,partial,0,house,elo,gravel,RL,47,1676,22,2.0,1.0,4,8932590
kk nagar,normalsale,1,house,allpub,paved,RH,17,1602,29,2.0,1.0,4,9651940
adyar,normalsale,1,commercial,elo,noaccess,RL,12,1256,158,2.0,2.0,4,15110580
kk nagar,family,0,house,allpub,paved,RH,11,1485,77,2.0,1.0,4,8195220
chrompet,partial,1,other,nosewr,gravel,RL,6,1002,171,1.0,1.0,3,10232240
chrompet,abnormal,0,other,allpub,paved,RH,33,1207,56,2.0,1.0,4,8929340
karapakkam,partial,1,house,nosewr,gravel,RL,36,1449,49,2.0,2.0,4,8861500
velachery,partial,0,other,allpub,noaccess,RM,54,1986,101,3.0,2.0,5,10360480
chrompet,normalsale,0,house,allpub,paved,RH,19,1149,64,1.0,1.0,3,8318450
chrompet,family,0,other,nosewr,noaccess,RL,19,1136,148,1.0,1.0,3,8578170
chrompet,abnormal,0,other,elo,gravel,RL,4,940,135,1.0,1.0,3,9064800
kk nagar,partial,0,commercial,nosewr,gravel,RM,24,2365,37,4.0,2.0,6,18624480
chrompet,partial,0,other,nosewr,gravel,RM,12,1089,29,1.0,1.0,3,10000930
karapakkam,normalsale,0,house,nosewr,noaccess,RL,28,1654,188,2.0,2.0,4,7539000
karapakkam,adjland,0,commercial,nosewr,gravel,RH,50,1344,129,2.0,2.0,4,10809500
t nagar,abnormal,1,other,nosewr,gravel,RH,28,1754,200,1.0,1.0,4,14008530
kk nagar,adjland,0,house,allpub,gravel,RL,5,1738,178,2.0,1.0,4,10646500
chrompet,normalsale,0,commercial,allpub,noaccess,RH,28,919,61,1.0,1.0,3,10180400
adyar,partial,0,commercial,elo,paved,RL,33,634,185,1.0,1.0,2,8762095
karapakkam,adjland,1,other,allpub,gravel,A,45,1096,116,1.0,1.0,3,6481750
adyar,adjland,1,house,allpub,noaccess,A,29,753,22,1.0,1.0,2,5716935
kk nagar,partial,1,commercial,nosewr,paved,RL,23,2498,153,4.0,2.0,6,19200260
karapakkam,abnormal,0,other,nosewr,paved,C,37,668,88,1.0,1.0,2,3781250
karapakkam,adjland,1,house,elo,paved,RL,38,1040,25,1.0,1.0,3,7600500
chrompet,abnormal,0,other,elo,paved,RM,35,885,16,1.0,1.0,3,8414700
chrompet,abnormal,1,commercial,allpub,paved,RH,33,1000,20,1.0,1.0,3,12207750
velachery,abnormal,1,other,allpub,paved,RH,25,1775,43,2.0,1.0,4,11031600
velachery,abnormal,1,house,nosewr,gravel,I,48,1682,62,2.0,1.0,4,9283610
adyar,partial,0,commercial,elo,paved,RL,5,1217,189,2.0,2.0,4,14178675
t nagar,partial,1,house,allpub,gravel,RL,43,1955,10,2.0,1.0,5,13986310
karapakkam,partial,0,other,nosewr,noaccess,A,26,617,74,1.0,1.0,2,2476375
velachery,normalsale,1,house,nosewr,paved,RL,25,1924,121,3.0,2.0,5,11095900
chrompet,family,1,commercial,elo,paved,RL,40,947,110,1.0,1.0,3,11867800
karapakkam,normalsale,0,other,allpub,paved,A,13,1083,114,1.0,1.0,3,5159375
adyar,partial,1,house,nosewr,gravel,RL,22,631,91,1.0,1.0,2,8141330
kk nagar,abnormal,1,commercial,nosewr,paved,RL,19,1999,6,3.0,2.0,5,16796780
karapakkam,family,0,other,nosewr,gravel,A,28,504,130,1.0,1.0,2,3454000
anna nagar,abnormal,0,house,elo,paved,RM,39,1809,18,2.0,1.0,5,12575330
velachery,family,0,commercial,allpub,noaccess,A,6,1718,57,2.0,1.0,4,11913820
kk nagar,adjland,0,house,allpub,gravel,RH,7,1801,115,3.0,2.0,5,10345940
velachery,family,1,other,elo,noaccess,RL,21,1873,0,3.0,2.0,5,11022270
karapakkam,normalsale,1,other,allpub,gravel,C,33,1390,14,2.0,2.0,4,7941000
chrompet,adjland,1,other,nosewr,gravel,RM,31,857,176,1.0,1.0,3,10241290
kk nagar,adjland,1,other,nosewr,gravel,RH,27,1351,41,2.0,1.0,4,9914760
velachery,normalsale,1,house,nosewr,noaccess,RL,12,1611,115,2.0,1.0,4,9527840
anna nagar,partial,0,other,allpub,paved,RM,42,1738,19,1.0,1.0,4,13104880
anna nagar,family,1,commercial,nosewr,paved,RL,12,1633,154,1.0,1.0,4,19300690
adyar,adjland,1,house,elo,paved,RH,34,1222,27,2.0,2.0,4,9854210
karapakkam,adjland,0,house,elo,paved,RM,5,818,15,1.0,1.0,2,7197750
velachery,normalsale,0,other,nosewr,noaccess,C,38,1868,103,3.0,2.0,5,8110160
chrompet,normalsale,0,house,nosewr,gravel,RL,30,1294,117,2.0,1.0,4,9492700
adyar,partial,1,other,allpub,gravel,C,12,936,110,1.0,1.0,3,8487780
karapakkam,normalsale,0,house,nosewr,gravel,RH,12,1410,164,2.0,2.0,4,7976000
t nagar,normalsale,0,house,allpub,noaccess,RM,16,1544,197,1.0,1.0,4,11566670
velachery,normalsale,0,house,nosewr,noaccess,I,45,1852,38,3.0,2.0,5,7754200
t nagar,adjland,0,house,allpub,noaccess,RH,23,1509,111,1.0,1.0,4,10504060
velachery,normalsale,0,house,nosewr,paved,C,18,1899,91,3.0,2.0,5,8433410
chrompet,family,1,other,elo,noaccess,RH,38,1279,56,2.0,1.0,4,9313330
t nagar,normalsale,0,commercial,elo,paved,RM,5,1700,164,1.0,1.0,4,19798550
adyar,family,0,house,nosewr,noaccess,RH,30,1204,22,2.0,2.0,4,7870150
adyar,abnormal,1,commercial,nosewr,gravel,RM,11,1215,125,2.0,2.0,4,16693265
adyar,abnormal,0,other,elo,paved,C,11,1206,93,2.0,2.0,4,8399365
chrompet,abnormal,0,house,nosewr,noaccess,RL,6,742,108,1.0,1.0,2,6725100
chrompet,abnormal,0,house,allpub,noaccess,RL,16,916,109,1.0,1.0,3,7319800
chrompet,normalsale,0,other,allpub,paved,RM,33,706,100,1.0,1.0,2,7818970
karapakkam,partial,0,house,elo,paved,RL,32,520,130,1.0,1.0,2,4849000
t nagar,family,0,other,allpub,noaccess,RM,8,1914,136,2.0,1.0,5,14456880
kk nagar,partial,0,house,nosewr,paved,RM,15,1356,35,2.0,1.0,4,8702100
t nagar,abnormal,0,commercial,nosewr,noaccess,RM,18,1538,133,1.0,1.0,4,17560410
t nagar,family,1,house,elo,paved,RH,13,1726,156,1.0,1.0,4,12195960
adyar,partial,1,other,allpub,gravel,I,9,1230,129,2.0,2.0,4,10670035
velachery,abnormal,1,commercial,nosewr,paved,I,18,1674,103,2.0,1.0,4,14376860
adyar,adjland,1,other,nosewr,gravel,C,19,630,52,1.0,1.0,2,7385285
t nagar,adjland,1,house,nosewr,noaccess,RL,36,1723,19,1.0,1.0,4,12565070
kk nagar,adjland,0,house,allpub,gravel,RL,16,2467,69,4.0,2.0,6,12650920
anna nagar,partial,0,other,elo,noaccess,RM,18,1816,131,2.0,1.0,5,13275240
velachery,normalsale,1,house,elo,gravel,RL,16,1511,74,2.0,1.0,4,10369970
velachery,partial,1,other,nosewr,gravel,A,6,1569,40,2.0,1.0,4,8937320
karapakkam,normalsale,0,house,nosewr,paved,RL,41,737,2,1.0,1.0,2,5649250
t nagar,family,1,house,elo,paved,RM,45,1952,105,2.0,1.0,5,13942350
anna nagar,abnormal,0,house,elo,paved,RH,21,1668,40,1.0,1.0,4,10839370
adyar,normalsale,1,house,allpub,gravel,RL,40,1159,140,1.0,1.0,3,10444400
kk nagar,abnormal,1,commercial,nosewr,paved,RH,8,1550,157,2.0,1.0,4,13827160
chrompet,normalsale,0,other,nosewr,noaccess,RM,12,1068,86,1.0,1.0,3,9087160
chrompet,normalsale,0,commercial,nosewr,paved,RH,32,906,64,1.0,1.0,3,10226600
velachery,partial,0,commercial,nosewr,paved,RH,14,1786,22,2.0,1.0,4,14205080
chrompet,partial,1,house,allpub,paved,RM,28,1117,139,1.0,1.0,3,9868600
chrompet,family,0,house,nosewr,noaccess,RM,9,810,71,1.0,1.0,3,7561350
adyar,normalsale,1,commercial,nosewr,paved,I,8,1183,179,1.0,1.0,3,14046320
adyar,family,0,other,nosewr,paved,I,5,1249,179,2.0,2.0,4,9333075
velachery,abnormal,1,house,nosewr,paved,A,44,1672,190,2.0,1.0,4,7512030
chrompet,family,1,house,nosewr,noaccess,RH,9,1101,24,1.0,1.0,3,8410150
chrompet,adjland,0,other,allpub,gravel,RL,7,1191,54,1.0,1.0,3,10749120
t nagar,partial,1,house,allpub,gravel,RM,34,1674,22,1.0,1.0,4,13397330
adyar,family,1,commercial,allpub,noaccess,RM,14,881,182,1.0,1.0,3,12724510
kk nagar,normalsale,1,other,nosewr,paved,RL,25,1708,77,2.0,1.0,4,10800260
chrompet,family,1,other,nosewr,gravel,RH,21,1017,189,1.0,1.0,3,9573640
kk nagar,abnormal,0,commercial,nosewr,gravel,RL,28,2125,198,3.0,2.0,5,16656560
chrompet,adjland,1,commercial,allpub,gravel,RM,9,705,145,1.0,1.0,2,12411950
kk nagar,normalsale,1,other,nosewr,paved,RM,11,2440,68,4.0,2.0,6,14217020
chrompet,abnormal,0,other,nosewr,paved,RL,12,1271,3,2.0,1.0,4,10139270
anna nagar,adjland,0,house,nosewr,noaccess,RM,15,1883,121,2.0,1.0,5,13316650
karapakkam,family,1,other,allpub,noaccess,RM,15,1647,127,2.0,2.0,4,10239375
anna nagar,adjland,1,other,nosewr,paved,RM,38,1768,74,1.0,1.0,4,14739250
adyar,normalsale,0,commercial,nosewr,noaccess,C,17,661,88,1.0,1.0,2,7321755
kk nagar,partial,1,commercial,nosewr,gravel,RM,10,1438,35,2.0,1.0,4,14509000
karapakkam,family,0,other,nosewr,noaccess,RL,12,1538,99,2.0,2.0,4,8041750
velachery,adjland,0,house,elo,noaccess,A,47,1774,149,2.0,1.0,4,6468090
velachery,family,1,commercial,elo,noaccess,RH,17,1979,16,3.0,2.0,5,15965590
anna nagar,partial,0,commercial,elo,noaccess,RM,38,1942,130,2.0,1.0,5,20387660
chrompet,normalsale,0,other,nosewr,paved,RL,36,1276,141,2.0,1.0,4,9604120
anna nagar,adjland,0,other,allpub,gravel,RH,7,1901,89,2.0,1.0,5,14620220
kk nagar,abnormal,1,other,nosewr,paved,RL,17,1618,146,2.0,1.0,4,10626300
chrompet,abnormal,0,commercial,nosewr,paved,RH,18,887,95,1.0,1.0,3,10411700
karapakkam,abnormal,0,commercial,elo,noaccess,RM,24,1313,35,1.0,1.0,3,10554000
chrompet,adjland,1,commercial,nosewr,noaccess,RL,12,738,8,1.0,1.0,2,10625000
chrompet,abnormal,0,other,nosewr,gravel,RL,34,1221,62,2.0,1.0,4,9833270
velachery,family,1,house,nosewr,gravel,RH,47,1635,15,2.0,1.0,4,9570490
karapakkam,adjland,1,house,elo,noaccess,C,39,782,47,1.0,1.0,2,4504250
karapakkam,partial,1,other,allpub,noaccess,RM,17,592,34,1.0,1.0,2,6709750
velachery,family,0,commercial,allpub,gravel,RM,10,1847,176,3.0,2.0,5,16800250
chrompet,adjland,1,house,allpub,paved,RL,22,994,56,1.0,1.0,3,9475900
velachery,abnormal,0,other,allpub,gravel,RH,31,1857,109,3.0,2.0,5,10738570
chrompet,normalsale,1,other,nosewr,gravel,RH,27,1239,84,2.0,1.0,4,10599680
anna nagar,family,0,other,elo,gravel,RL,32,1980,48,2.0,1.0,5,14332790
karapakkam,normalsale,0,commercial,allpub,gravel,RH,5,1582,75,2.0,2.0,4,12570750
velachery,adjland,1,commercial,nosewr,gravel,C,22,1678,19,2.0,1.0,4,14452540
karapakkam,partial,1,commercial,nosewr,paved,C,49,770,131,1.0,1.0,2,6386750
karapakkam,family,1,other,nosewr,noaccess,A,18,1577,113,2.0,2.0,4,6687375
kk nagar,normalsale,0,other,nosewr,paved,RM,24,1756,155,2.0,1.0,4,10630800
adyar,abnormal,0,other,elo,paved,I,31,750,127,1.0,1.0,2,6252365
chrompet,partial,0,house,elo,gravel,RM,15,1119,160,1.0,1.0,3,9393450
adyar,adjland,1,house,elo,paved,RH,15,987,95,1.0,1.0,3,9200725
kk nagar,adjland,0,commercial,nosewr,gravel,RM,27,2079,112,3.0,2.0,5,17593940
chrompet,partial,1,other,nosewr,paved,RH,9,1272,67,2.0,1.0,4,10363390
karapakkam,partial,1,other,elo,gravel,C,43,1203,36,1.0,1.0,3,6619875
karapakkam,adjland,1,house,nosewr,paved,RH,41,751,169,1.0,1.0,2,6348250
kk nagar,family,1,house,nosewr,paved,RH,24,2306,49,4.0,2.0,6,11319280
adyar,normalsale,0,other,allpub,noaccess,I,20,698,133,1.0,1.0,2,5943400
velachery,abnormal,0,commercial,elo,gravel,RH,49,1598,7,2.0,1.0,4,13087480
anna nagar,abnormal,1,commercial,nosewr,paved,RL,29,1797,140,1.0,1.0,4,20509480
adyar,abnormal,1,house,allpub,gravel,A,39,948,61,1.0,1.0,3,7168585
karapakkam,adjland,0,commercial,allpub,gravel,RM,11,1544,52,2.0,2.0,4,13846250
chrompet,normalsale,1,house,nosewr,gravel,RM,33,724,30,1.0,1.0,2,8840950
anna nagar,normalsale,1,other,elo,noaccess,RH,21,1804,5,2.0,1.0,5,13073340
anna nagar,adjland,1,house,elo,gravel,RL,8,1875,40,2.0,1.0,5,14640260
kk nagar,partial,0,commercial,nosewr,gravel,RM,19,1402,61,2.0,1.0,4,13085580
velachery,partial,0,house,allpub,paved,C,54,1855,50,3.0,2.0,5,7603630
chrompet,partial,1,house,elo,gravel,RH,5,895,191,1.0,1.0,3,8514750
velachery,adjland,0,other,elo,gravel,RH,29,1794,158,2.0,1.0,4,10485480
kk nagar,family,0,house,allpub,paved,RM,16,1460,118,2.0,1.0,4,9213320
chrompet,normalsale,0,other,elo,noaccess,RH,31,1192,23,1.0,1.0,3,8007290
adyar,normalsale,1,house,allpub,noaccess,RL,17,1182,50,1.0,1.0,3,9867055
t nagar,partial,1,commercial,nosewr,noaccess,RM,22,1803,56,2.0,1.0,5,20626490
adyar,abnormal,0,commercial,allpub,gravel,RH,39,995,16,1.0,1.0,3,12171985
kk nagar,normalsale,1,other,nosewr,gravel,RL,21,2018,145,3.0,2.0,5,12554380
karapakkam,adjland,1,other,nosewr,paved,I,20,691,37,1.0,1.0,2,6059625
chrompet,normalsale,0,commercial,nosewr,gravel,RH,32,892,97,1.0,1.0,3,10753200
karapakkam,normalsale,0,commercial,nosewr,noaccess,A,38,1555,113,2.0,2.0,4,8745500
kk nagar,partial,1,commercial,allpub,gravel,RM,11,2120,143,3.0,2.0,5,18604220
velachery,abnormal,0,commercial,allpub,noaccess,C,29,1829,134,3.0,2.0,5,13009230
chrompet,normalsale,0,commercial,nosewr,gravel,RL,6,786,119,1.0,1.0,2,10905100
adyar,abnormal,1,house,allpub,paved,RL,32,1109,132,1.0,1.0,3,9977280
anna nagar,abnormal,1,commercial,nosewr,gravel,RL,14,1976,82,2.0,1.0,5,22829130
chrompet,partial,0,house,elo,gravel,RM,30,1149,36,1.0,1.0,3,9182700
karapakkam,abnormal,1,commercial,nosewr,paved,I,40,1435,81,2.0,2.0,4,10813000
adyar,adjland,1,commercial,nosewr,noaccess,RH,11,954,189,1.0,1.0,3,12338765
t nagar,adjland,1,commercial,nosewr,noaccess,RM,14,1810,109,2.0,1.0,5,21556330
chrompet,adjland,0,other,nosewr,noaccess,RM,34,807,188,1.0,1.0,3,7906290
velachery,adjland,1,house,nosewr,noaccess,A,46,1832,5,3.0,2.0,5,7852070
kk nagar,partial,1,commercial,allpub,gravel,RM,27,2084,24,3.0,2.0,5,18098940
t nagar,adjland,1,commercial,nosewr,paved,RL,37,1739,16,1.0,1.0,4,20477590
kk nagar,normalsale,1,commercial,nosewr,paved,RM,17,1892,137,3.0,2.0,5,16967540
adyar,partial,0,house,allpub,gravel,RH,22,891,112,1.0,1.0,3,7887730
kk nagar,family,1,other,nosewr,paved,RL,26,1505,194,2.0,1.0,4,10005620
chrompet,partial,0,commercial,allpub,paved,RH,36,701,52,1.0,1.0,2,8513600
chrompet,adjland,1,house,nosewr,paved,RM,38,1065,11,1.0,1.0,3,9955700
chrompet,abnormal,0,other,allpub,paved,RM,32,1021,85,1.0,1.0,3,9304770
velachery,partial,1,commercial,nosewr,paved,RM,15,1564,82,2.0,1.0,4,14917750
karapakkam,abnormal,0,house,nosewr,noaccess,RL,11,1265,55,1.0,1.0,3,6927750
chrompet,adjland,1,other,nosewr,noaccess,RL,30,1239,143,2.0,1.0,4,10335130
kk nagar,adjland,0,other,nosewr,gravel,RM,25,1583,62,2.0,1.0,4,10848760
chrompet,normalsale,0,commercial,nosewr,noaccess,RH,17,1207,68,2.0,1.0,4,12542950
adyar,abnormal,0,other,elo,gravel,A,9,827,52,1.0,1.0,3,6348535
anna nagar,family,1,house,nosewr,gravel,RL,16,1566,33,1.0,1.0,4,12571020
chrompet,adjland,1,other,nosewr,noaccess,RM,27,1258,73,2.0,1.0,4,11154910
chrompet,normalsale,1,house,allpub,noaccess,RM,19,1256,61,2.0,1.0,4,10441050
adyar,adjland,1,commercial,nosewr,paved,C,11,1270,70,2.0,2.0,4,14569565
kk nagar,adjland,0,commercial,allpub,gravel,RH,18,1650,192,2.0,1.0,4,14265360
chrompet,family,0,other,nosewr,noaccess,RL,11,843,142,1.0,1.0,3,7358760
chrompet,normalsale,1,other,allpub,paved,RL,28,724,149,1.0,1.0,2,8412880
velachery,normalsale,1,commercial,allpub,noaccess,RL,48,1746,162,2.0,1.0,4,14917160
adyar,normalsale,1,other,nosewr,gravel,RM,29,1145,28,1.0,1.0,3,11804935
chrompet,normalsale,0,commercial,nosewr,paved,RL,33,1128,81,1.0,1.0,3,12709550
anna nagar,partial,1,other,elo,gravel,RL,24,1823,98,2.0,1.0,5,14531570
anna nagar,abnormal,0,house,nosewr,paved,RL,26,1574,102,1.0,1.0,4,11235770
kk nagar,normalsale,0,house,allpub,paved,RH,21,2404,28,4.0,2.0,6,11040620
anna nagar,abnormal,1,commercial,nosewr,paved,RH,10,1855,82,2.0,1.0,5,20996200
chrompet,normalsale,1,house,nosewr,gravel,RM,33,829,18,1.0,1.0,3,9179950
chrompet,adjland,0,house,nosewr,gravel,RL,18,953,32,1.0,1.0,3,8801100
chrompet,adjland,0,other,nosewr,noaccess,RH,28,798,20,1.0,1.0,2,6646210
anna nagar,partial,0,house,allpub,paved,RH,17,1527,135,1.0,1.0,4,10366390
kk nagar,partial,1,commercial,allpub,paved,RH,28,1596,93,2.0,1.0,4,13502160
velachery,abnormal,1,house,nosewr,gravel,RL,45,1950,149,3.0,2.0,5,11266200
